Salvatto,Luis,Luis Salvatto,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,1,1,6,4,0,9,7,0,9-7-0,6,2,0,3,5,0,0,0,0,0,4,5,0,83,Day 2,Cosmos Heavy Play,Selesnya Landfall,,,,,
Bai,Huaxing,Huaxing Bai,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,1,1,1,0,5,5,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,7,4,1,84,Day 2,Merlion,Mono-Green Landfall,,,,,
French,Mae,Mae French,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,1,0,85,Day 2,Sanctum of All,Izzet Lessons,,,,,
Merjam,Guilherme,Guilherme Merjam,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,2,0,0,0,5,5,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,2,2,0,86,Day 2,Double Infinity,Izzet Prowess,,,,,
Byrd,Mike,Mike Byrd,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,1,1,6,4,0,9,7,0,9-7-0,6,2,0,3,5,0,0,0,0,0,4,6,0,87,Day 2,,Izzet Prowess,,,,,
Mora,Alejandro,Alejandro Mora,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,4,1,0,88,Day 2,Cosmos Heavy Play,Selesnya Landfall,,,,,
Wright,Matthew,Matthew Wright,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,6,2,0,3,5,0,0,0,0,0,6,3,1,89,Day 2,TCGplayer,Azorius Momo,,,,,
Blondiaux,Timothée,Timothée Blondiaux,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,1,1,1,0,5,5,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,4,6,0,90,Day 2,Undying Baguette,Mono-Green Landfall,,,,,
Pardee,Samuel,Samuel Pardee,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,3,0,91,Day 2,TCGplayer,Izzet Prowess,,,,,
Paulot,Alexey,Alexey Paulot,SOS,Standard,14,1/05/2026,1,0,5,1,0,2,2,0,1,0,4,6,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,4,3,0,92,Day 2,Undying Baguette,Jeskai Control,,,,,
Kassis,Eli,Eli Kassis,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,1,1,6,4,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,5,5,1,93,Day 2,Cosmos Heavy Play,Izzet Spellementals,,,,,
Jezyna,Maciej,Maciej Jezyna,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,2,0,0,0,5,5,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,2,0,94,Day 2,,Mono-Green Landfall,,,,,
Deriu,Nick,Nick Deriu,SOS,Standard,14,1/05/2026,1,0,1,5,0,2,0,2,0,1,8,2,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,3,0,95,Day 2,Cruelest Ultimatum,Four-Color Control,,,,,
Vetter,Evan,Evan Vetter,SOS,Standard,14,1/05/2026,1,0,2,4,0,2,0,2,0,0,7,3,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,4,2,0,96,Day 2,No Team,Azorius Momo,,,,,
Brozovich,Ryan,Ryan Brozovich,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,2,2,0,97,Day 2,The Coalition,Mono-Green Landfall,,,,,
Tomajko,Oliver,Oliver Tomajko,SOS,Standard,14,1/05/2026,1,0,2,4,0,2,0,2,0,0,7,3,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,5,3,1,98,Day 2,Cosmos Heavy Play,Selesnya Landfall,,,,,
Cuello,Anthony,Anthony Cuello,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,2,2,0,99,Day 2,Drawing Board,Izzet Prowess,,,,,
Okuno,Atsuya,Atsuya Okuno,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,1,1,1,0,5,5,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,5,3,1,100,Day 2,,Mono-Green Landfall,,,,,
Masukado,Kenta,Kenta Masukado,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,2,0,0,0,5,5,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,3,3,0,101,Day 2,Moriyama Japan,Izzet Spellementals,,,,,
Pastore,Kellen,Kellen Pastore,SOS,Standard,14,1/05/2026,1,0,4,2,0,2,1,1,1,0,5,5,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,4,0,102,Day 2,Drawing Board,Mono-Green Landfall,,,,,
Tonole,Quinn,Quinn Tonole,SOS,Standard,14,1/05/2026,1,0,5,1,0,2,2,0,1,0,4,6,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,4,2,0,103,Day 2,Cosmos Heavy Play,Mono-Red Aggro,,,,,
Edelson,Adam,Adam Edelson,SOS,Standard,14,1/05/2026,1,0,5,1,0,2,2,0,1,0,4,6,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,3,3,0,104,Day 2,Rampant Growth,Izzet Prowess,,,,,
Terlizzi,Lorenzo,Lorenzo Terlizzi,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,3,2,0,105,Day 2,Worldly Counsel Heavy Play,Simic Omniscience,,,,,
Hosokawa,Yuya,Yuya Hosokawa,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,3,2,0,106,Day 2,,Izzet Lessons,,,,,
Kuroda,Masashiro,Masashiro Kuroda,SOS,Standard,14,1/05/2026,1,0,2,4,0,2,0,2,0,0,7,3,0,9,7,0,9-7-0,5,3,0,4,4,0,0,0,0,0,4,3,0,107,Day 2,Moriyama Japan,Izzet Spellementals,,,,,
Condon,Ryan,Ryan Condon,SOS,Standard,14,1/05/2026,1,0,3,3,0,2,1,1,0,0,6,4,0,9,7,0,9-7-0,4,4,0,5,3,0,0,0,0,0,3,3,0,108,Day 2,Sanctum of All,Izzet Spellementals,,,,,
